event_id,time,src,dst,country,event_type,label
23801,318.0,Student (India),Unspecified Actor,India,17677816,1
23800,318.0,Employee (India),Government (India),India,17677815,1
23831,318.0,Citizen (Turkey),Abdullah Öcalan,Turkey,17678903,1
23798,318.0,Protester (Egypt),Foreign Affairs (Israel),Egypt,17677693,1
23797,318.0,Protester (Syria),Russia,Syria,17677658,1
23796,318.0,Protester (Haiti),Police (Haiti),Haiti,17677603,1
23902,319.0,Protester (Egypt),Military Personnel - Special (Egypt),Egypt,17685757,1
23903,319.0,People Associated with the Opposition (Angola),Unspecified Actor,Angola,17685773,1
23901,319.0,Citizen (Egypt),Unspecified Actor,Egypt,17685736,1
23858,319.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17682331,1
23859,319.0,Anna Hazare,Unspecified Actor,India,17682417,1
23857,319.0,Representatives (Albania),Unspecified Actor,Albania,17682226,1
23874,319.0,Citizen (Pakistan),Unspecified Actor,Pakistan,17683181,1
23873,319.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17683100,1
23881,319.0,Citizen (Iraq),Unspecified Actor,Iraq,17683361,1
23880,319.0,Citizen (Angola),Unspecified Actor,Angola,17683347,1
23878,319.0,Citizen (Colombia),Unspecified Actor,Colombia,17683269,1
23877,319.0,Employee (Venezuela),Unspecified Actor,Venezuela,17683267,1
23876,319.0,Adams Oshiomhole,Unspecified Actor,Nigeria,17683196,1
23875,319.0,Adams Oshiomhole,Unspecified Actor,Nigeria,17683195,1
23853,319.0,Citizen (South Africa),Unspecified Actor,South Africa,17682033,1
23884,319.0,Citizen (Jordan),Foreign Affairs (Israel),Jordan,17683367,1
23883,319.0,Mob (Egypt),Foreign Affairs (Israel),Egypt,17683368,1
23882,319.0,Protester (Iraq),Unspecified Actor,Iraq,17683362,1
23849,319.0,Farm Worker (Myanmar),Unspecified Actor,Myanmar,17681683,1
23848,319.0,Farm Worker (Myanmar),Military (Myanmar),Myanmar,17681682,1
23879,319.0,Activist (Syria),Unspecified Actor,Syria,17683345,1
23846,319.0,Farm Worker (Myanmar),Unspecified Actor,Myanmar,17681680,1
23845,319.0,Protester (Haiti),Police (Haiti),Haiti,17681676,1
23844,319.0,Protester (Haiti),Military (Haiti),Haiti,17681677,1
23868,319.0,Citizen (Algeria),Unspecified Actor,Algeria,17682742,1
23867,319.0,Bharatiya Janata,Unspecified Actor,India,17682674,1
23866,319.0,Citizen (Syria),Unspecified Actor,Syria,17682640,1
23863,319.0,Protester (Jordan),Unspecified Actor,Jordan,17682548,1
23852,319.0,Citizen (Jordan),Foreign Affairs (Israel),Jordan,17681853,1
23851,319.0,Citizen (Canada),Unspecified Actor,Canada,17681800,1
23850,319.0,Citizen (Angola),Angola,Angola,17681778,1
23847,319.0,Farm Worker (Myanmar),Business (Myanmar),Myanmar,17681681,1
23895,319.0,Citizen (Iraq),Nuri al-Maliki,Iraq,17683726,1
23864,319.0,Protester (Jordan),Unspecified Actor,Jordan,17682549,1
23854,319.0,Citizen (Egypt),Foreign Affairs (Israel),Egypt,17682095,1
23855,319.0,Protester (Egypt),Unspecified Actor,Egypt,17682168,1
23856,319.0,Citizen (Iraq),Unspecified Actor,Iraq,17682202,1
23860,319.0,Anna Hazare,Unspecified Actor,India,17682435,1
23861,319.0,Activist (India),Unspecified Actor,India,17682442,1
23862,319.0,Citizen (India),Unspecified Actor,India,17682537,1
23899,319.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17685732,1
23900,319.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17685734,1
23865,319.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17682590,1
23898,319.0,Protester (Yemen),Unspecified Actor,Yemen,17685731,1
23869,319.0,Protester (Egypt),Unspecified Actor,Egypt,17682835,1
23870,319.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17682846,1
23872,319.0,Citizen (Nicaragua),Daniel Ortega,Nicaragua,17683071,1
23897,319.0,Citizen (Iraq),Unspecified Actor,Iraq,17685719,1
23893,319.0,Protester (Brazil),Brazil,Brazil,17683701,1
23894,319.0,Citizen (Taiwan),Unspecified Actor,Taiwan,17683716,1
23896,319.0,Citizen (Egypt),Unspecified Actor,Egypt,17685716,1
23892,319.0,Citizen (Yemen),Unspecified Actor,Yemen,17683651,1
23888,319.0,Citizen (China),Police (China),China,17683511,1
23891,319.0,"Protester (Palestinian Territory, Occupied)",Israeli Defense Forces,Occupied Palestinian Territory,17683632,1
23890,319.0,Citizen (Syria),Unspecified Actor,Syria,17683619,1
23889,319.0,Citizen (India),Unspecified Actor,India,17683617,1
23885,319.0,Student (Ecuador),Unspecified Actor,Ecuador,17683401,1
23886,319.0,Protester (Iraq),Unspecified Actor,Iraq,17683424,1
23887,319.0,Citizen (China),Unspecified Actor,China,17683513,1
23843,319.0,Protester (Brazil),Brazil,Brazil,17681582,1
23842,319.0,Representatives (Russia),Domestic Affairs (Russia),Russian Federation,17681570,1
23841,319.0,Citizen (Libya),Unspecified Actor,Libya,17681528,1
23871,319.0,Citizen (Syria),Unspecified Actor,Syria,17682947,1
23928,320.0,National Party (Pakistan),Unspecified Actor,Pakistan,17686832,1
23913,320.0,Activist (India),Unspecified Actor,India,17686324,1
23906,320.0,Citizen (Jordan),Unspecified Actor,Jordan,17685887,1
23907,320.0,Citizen (United States),Unspecified Actor,United States,17686050,1
23908,320.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17686060,1
23905,320.0,Protester (Iraq),Police (Bahrain),Iraq,17685850,1
23931,320.0,Citizen (Algeria),Unspecified Actor,Algeria,17688383,1
23930,320.0,Mob (Egypt),Foreign Affairs (Israel),Egypt,17686991,1
23904,320.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17685799,1
23911,320.0,Citizen (India),Police (India),India,17686257,1
23922,320.0,Citizen (Iraq),Iran,Iraq,17686742,1
23923,320.0,Citizen (Iraq),Kuwait,Iraq,17686744,1
23924,320.0,Citizen (Pakistan),Police (Pakistan),Pakistan,17686748,1
23912,320.0,Citizen (Australia),Police (Australia),Australia,17686294,1
23909,320.0,Citizen (Syria),Bashar al-Assad,Syria,17686186,1
23932,320.0,Citizen (Egypt),Unspecified Actor,Egypt,17688411,1
23929,320.0,Citizen (United States),Unspecified Actor,United States,17686961,1
23921,320.0,Activist (Iraq),Kuwait,Iraq,17686745,1
23915,320.0,Militant (Afghanistan),Unspecified Actor,Afghanistan,17686370,1
23916,320.0,Protester (Iraq),Unspecified Actor,Iraq,17686432,1
23919,320.0,Protester (Thailand),Military (Thailand),Thailand,17686671,1
23927,320.0,National Party (Pakistan),Local Media (Pakistan),Pakistan,17686831,1
23926,320.0,Rights Activist (Indonesia),Governor (Indonesia),Indonesia,17686801,1
23925,320.0,Citizen (Egypt),Unspecified Actor,Egypt,17686753,1
23918,320.0,Student (Brazil),Unspecified Actor,Brazil,17686564,1
23917,320.0,Protester (Syria),Unspecified Actor,Syria,17686485,1
23910,320.0,Student (Yemen),Unspecified Actor,Yemen,17686209,1
23914,320.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17686345,1
23920,320.0,Activist (Iraq),Iran,Iraq,17686743,1
23933,321.0,Citizen (Thailand),Unspecified Actor,Thailand,17688430,1
23934,321.0,Citizen (India),Unspecified Actor,India,17688440,1
23935,321.0,Activist (Bharatiya Janata),Police (India),India,17688449,1
23936,321.0,Citizen (United States),Unspecified Actor,United States,17688469,1
23937,321.0,Mob (Egypt),Foreign Affairs (Israel),Egypt,17688544,1
23953,321.0,Employee (India),Police (India),India,17688731,1
23984,321.0,Citizen (United States),Unspecified Actor,United States,17689373,1
23983,321.0,Citizen (China),Unspecified Actor,China,17689372,1
23982,321.0,Villager (China),Unspecified Actor,China,17689366,1
23981,321.0,Protester (China),Unspecified Actor,China,17689367,1
23950,321.0,Student (Argentina),Unspecified Actor,Argentina,17688714,1
23949,321.0,Citizen (Yemen),Unspecified Actor,Yemen,17688705,1
23948,321.0,Citizen (Yemen),Unspecified Actor,Yemen,17688692,1
23947,321.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17688691,1
23946,321.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17688690,1
23945,321.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,17688663,1
23960,321.0,Citizen (France),France,France,17688816,1
23959,321.0,Protester (India),Unspecified Actor,India,17688791,1
23958,321.0,Protester (India),Bharatiya Janata,India,17688790,1
23961,321.0,Protester (Yemen),Yemen,Yemen,17688824,1
23962,321.0,Protester (Yemen),Government (Yemen),Yemen,17688823,1
23963,321.0,Citizen (Turkey),Unspecified Actor,Turkey,17688841,1
23964,321.0,Protester (Turkey),Police (Turkey),Turkey,17688842,1
23965,321.0,Citizen (Mexico),Government (Mexico),Mexico,17688850,1
23956,321.0,Employee (India),Police (India),India,17688789,1
23938,321.0,Citizen (Jordan),Unspecified Actor,Jordan,17688543,1
23939,321.0,Student (Argentina),Unspecified Actor,Argentina,17688555,1
23940,321.0,Citizen (Brazil),Unspecified Actor,Brazil,17688590,1
23941,321.0,Citizen (Yemen),Unspecified Actor,Yemen,17688607,1
23942,321.0,Citizen (Mexico),Government (Mexico),Mexico,17688639,1
23954,321.0,Protester (India),Police (India),India,17688730,1
23955,321.0,Protester (India),Unspecified Actor,India,17688732,1
23966,321.0,Citizen (Jordan),Unspecified Actor,Jordan,17688861,1
23957,321.0,Protester (India),Police (India),India,17688787,1
23974,321.0,Citizen (China),Unspecified Actor,China,17689188,1
23971,321.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17689156,1
23970,321.0,Protester (Pakistan),Unspecified Actor,Pakistan,17689104,1
23973,321.0,Citizen (China),China,China,17689189,1
23972,321.0,Citizen (South Africa),Police (South Africa),South Africa,17689183,1
23967,321.0,Citizen (India),Unspecified Actor,India,17688936,1
23952,321.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17688725,1
23951,321.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17688716,1
23943,321.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17688643,1
23944,321.0,Protester (Yemen),Police (Yemen),Yemen,17688644,1
23977,321.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17689249,1
23978,321.0,Protester (Yemen),Unspecified Actor,Yemen,17689314,1
23979,321.0,Main Opposition (Turkey),Unspecified Actor,Turkey,17689346,1
23980,321.0,Republican People's Party,Unspecified Actor,Turkey,17689347,1
23976,321.0,Protester (Yemen),Domestic Affairs (Yemen),Yemen,17689250,1
23975,321.0,Student (Yemen),Unspecified Actor,Yemen,17689219,1
23987,321.0,International Monetary Fund,United States,nan,17690563,1
23988,321.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17690566,1
23986,321.0,Citizen (Indonesia),Court Judge (Indonesia),Indonesia,17690560,1
23969,321.0,Protester (Egypt),Unspecified Actor,Egypt,17689040,1
23968,321.0,Congress (India),Unspecified Actor,India,17688948,1
23985,321.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,17689407,1
24038,322.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,17691475,1
24037,322.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17691450,1
23996,322.0,Citizen (India),Unspecified Actor,India,17690781,1
23995,322.0,Activist (India),Unspecified Actor,India,17690780,1
23994,322.0,Citizen (United States),Unspecified Actor,United States,17690751,1
23993,322.0,Protester (Pakistan),Unspecified Actor,Pakistan,17690736,1
23992,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17690733,1
24007,322.0,Healthcare Facility (Iraq),Unspecified Actor,Iraq,17691007,1
24080,322.0,Socialist Party (Morocco),Unspecified Actor,Morocco,17695070,1
24079,322.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17692793,1
24081,322.0,Citizen (Mauritania),Unspecified Actor,Mauritania,17695125,1
24074,322.0,Mizengo Kayanza Peter Pinda,Businessperson (Tanzania),Tanzania,17692640,1
24075,322.0,Student (Iran),Government (Netherlands),Iran,17692770,1
24076,322.0,Villager (China),China,China,17692779,1
24077,322.0,Student (Iran),Government (Netherlands),Iran,17692786,1
24078,322.0,Citizen (Israel),Unspecified Actor,Israel,17692792,1
24072,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17692634,1
24073,322.0,Employee (Russia),Unspecified Actor,Russian Federation,17692638,1
24071,322.0,Protester (South Africa),Police (South Africa),South Africa,17692606,1
24006,322.0,Sicily,Unspecified Actor,Italy,17690995,1
24000,322.0,Children (Yemen),Unspecified Actor,Yemen,17690825,1
24003,322.0,Men (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,17690915,1
24002,322.0,Citizen (India),Unspecified Actor,India,17690835,1
24001,322.0,Student (India),Ministry (India),India,17690834,1
23997,322.0,Citizen (India),Unspecified Actor,India,17690796,1
23998,322.0,Activist (India),Narendra Modi,India,17690802,1
24036,322.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17691443,1
24035,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691442,1
24034,322.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17691425,1
24033,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691424,1
24032,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691426,1
24031,322.0,Protester (Ecuador),Unspecified Actor,Ecuador,17691412,1
24030,322.0,Citizen (Ecuador),Unspecified Actor,Ecuador,17691411,1
24029,322.0,Protester (Yemen),Yemen,Yemen,17691392,1
24028,322.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17691391,1
24027,322.0,Protester (Yemen),Republican Guard,Yemen,17691393,1
24026,322.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17691383,1
24025,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691382,1
24024,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691384,1
24023,322.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17691368,1
24054,322.0,Citizen (Yemen),Unspecified Actor,Yemen,17692130,1
24053,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17692131,1
24052,322.0,Protester (Japan),Unspecified Actor,Japan,17692115,1
24051,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17692085,1
24050,322.0,Protester (Japan),Unspecified Actor,Japan,17692082,1
24049,322.0,Activist (Yemen),Unspecified Actor,Yemen,17692029,1
24048,322.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17692017,1
24047,322.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17691998,1
24046,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17691970,1
24045,322.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17691961,1
24044,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17691911,1
24043,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17691848,1
24042,322.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17691849,1
24041,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17691695,1
24040,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17691655,1
24039,322.0,Citizen (South Africa),Unspecified Actor,South Africa,17691484,1
24070,322.0,Citizen (South Africa),Unspecified Actor,South Africa,17692605,1
24069,322.0,Protester (Israel),Unspecified Actor,Israel,17692521,1
24068,322.0,Protester (Yemen),Unspecified Actor,Yemen,17692500,1
24067,322.0,Jamaat I Islami,Unspecified Actor,nan,17692490,1
24066,322.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,17692489,1
24065,322.0,Employee (India),Unspecified Actor,India,17692413,1
24064,322.0,Student (India),Police (India),India,17692414,1
24063,322.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17692407,1
24062,322.0,Protester (Yemen),Unspecified Actor,Yemen,17692399,1
24061,322.0,Citizen (Syria),Government (Syria),Syria,17692289,1
24060,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17692261,1
24059,322.0,Protester (Yemen),Unspecified Actor,Yemen,17692260,1
24058,322.0,Protester (Japan),Unspecified Actor,Japan,17692237,1
24057,322.0,Activist (India),Narendra Modi,India,17692210,1
24056,322.0,Protester (Yemen),Unspecified Actor,Yemen,17692175,1
24055,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17692132,1
24011,322.0,Citizen (Turkey),Turkey,Turkey,17691038,1
24014,322.0,Protester (Yemen),Unspecified Actor,Yemen,17691072,1
24012,322.0,Children (Turkey),Unspecified Actor,Turkey,17691039,1
24013,322.0,Protester (United States),Unspecified Actor,United States,17691055,1
24009,322.0,Protester (Egypt),Military Personnel - Special (Egypt),Egypt,17691024,1
24010,322.0,Protester (Chile),Unspecified Actor,Chile,17691028,1
24008,322.0,Protester (Egypt),Police (Egypt),Egypt,17691025,1
24016,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691209,1
24017,322.0,Bashar al-Assad,Government (Syria),Syria,17691256,1
24015,322.0,Protester (Georgia),Unspecified Actor,Georgia,17691086,1
24020,322.0,Men (Libya),Libya,Libya,17691328,1
24019,322.0,Women (Libya),Libya,Libya,17691329,1
24018,322.0,Employee (Ukraine),Unspecified Actor,Ukraine,17691288,1
23999,322.0,Citizen (India),Narendra Modi,India,17690803,1
24004,322.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17690936,1
24005,322.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17690939,1
24022,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691367,1
24021,322.0,Activist (Jamaat I Islami),Police (Bangladesh),nan,17691369,1
23989,322.0,Protester (India),Unspecified Actor,India,17690695,1
23991,322.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17690720,1
23990,322.0,Protesting Worker (India),Unspecified Actor,India,17690705,1
24107,323.0,Citizen (India),Unspecified Actor,India,17696112,1
24105,323.0,Protester (Yemen),Yemen,Yemen,17696028,1
24106,323.0,Rights Activist (India),Narendra Modi,India,17696089,1
24103,323.0,Activist (India),Unspecified Actor,India,17695989,1
24104,323.0,Protester (Yemen),Republican Guard,Yemen,17696030,1
24129,323.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,17696805,1
24130,323.0,Student (Iran),Unspecified Actor,Iran,17696868,1
24131,323.0,Protester (Yemen),Unspecified Actor,Yemen,17696901,1
24132,323.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17696910,1
24133,323.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17696911,1
24134,323.0,"Children (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17696912,1
24087,323.0,Citizen (Angola),Jose Eduardo Dos Santos,Angola,17695419,1
24088,323.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17695467,1
24089,323.0,Citizen (Yemen),Yemeni Armed Forces,Yemen,17695471,1
24090,323.0,City Mayor (Puerto Rico),Unspecified Actor,Puerto Rico,17695476,1
24091,323.0,Protester (Yemen),Unspecified Actor,Yemen,17695583,1
24092,323.0,Citizen (Syria),Military (Syria),Syria,17695618,1
24093,323.0,Citizen (United States),Unspecified Actor,United States,17695656,1
24094,323.0,Citizen (Japan),Unspecified Actor,Japan,17695682,1
24095,323.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17695738,1
24096,323.0,Citizen (Jordan),Unspecified Actor,Jordan,17695746,1
24097,323.0,African National Congress,African National Congress,South Africa,17695760,1
24098,323.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17695778,1
24099,323.0,Domestic Affairs (Yemen),Yemeni Armed Forces,Yemen,17695779,1
24100,323.0,Citizen (Jordan),Unspecified Actor,Jordan,17695817,1
24101,323.0,Protester (Brazil),Unspecified Actor,Brazil,17695917,1
24102,323.0,Protester (Chile),Unspecified Actor,Chile,17695978,1
24083,323.0,Citizen (United States),Unspecified Actor,United States,17695351,1
24084,323.0,Farm Worker (China),China,China,17695406,1
24085,323.0,Activist (Angola),Military Personnel - Special (Angola),Angola,17695420,1
24086,323.0,Activist (Angola),Jose Eduardo Dos Santos,Angola,17695418,1
24082,323.0,Protester (United States),Unspecified Actor,United States,17695220,1
24108,323.0,Citizen (Yemen),Unspecified Actor,Yemen,17696224,1
24109,323.0,Citizen (Russia),Police (Russia),Russian Federation,17696346,1
24110,323.0,People Associated with the Opposition (Russia),Unspecified Actor,Russian Federation,17696347,1
24111,323.0,Activist (Russia),Unspecified Actor,Russian Federation,17696348,1
24112,323.0,Protester (Brazil),Unspecified Actor,Brazil,17696380,1
24113,323.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17696392,1
24114,323.0,Protester (Zambia),Police (Zambia),Zambia,17696403,1
24115,323.0,Protester (Yemen),Yemen,Yemen,17696452,1
24116,323.0,Protester (Yemen),Government (Yemen),Yemen,17696451,1
24117,323.0,Protester (Israel),Police (Israel),Israel,17696481,1
24118,323.0,Protester (Israel),Police (Israel),Israel,17696484,1
24119,323.0,Citizen (Israel),Unspecified Actor,Israel,17696518,1
24120,323.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17696519,1
24121,323.0,Protester (United Nations),United Nations,nan,17696562,1
24122,323.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17696563,1
24123,323.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17696595,1
24124,323.0,Citizen (Afghanistan),Legislature (Afghanistan),Afghanistan,17696695,1
24125,323.0,Citizen (Indonesia),Unspecified Actor,Indonesia,17696702,1
24126,323.0,Citizen (Ukraine),Unspecified Actor,Ukraine,17696738,1
24127,323.0,Citizen (Afghanistan),Legislature (Afghanistan),Afghanistan,17696740,1
24128,323.0,Protester (Zambia),Police (Zambia),Zambia,17696764,1
24143,323.0,Protester (Venezuela),Unspecified Actor,Venezuela,17697405,1
24147,323.0,Citizen (United States),Unspecified Actor,United States,17699766,1
24135,323.0,Protester (Brazil),Unspecified Actor,Brazil,17696923,1
24142,323.0,Protester (Russia),Police (Russia),Russian Federation,17697226,1
24141,323.0,Activist (Russia),Unspecified Actor,Russian Federation,17697225,1
24140,323.0,Protester (Russia),Police (Russia),Russian Federation,17697224,1
24144,323.0,Citizen (Brazil),Unspecified Actor,Brazil,17697551,1
24145,323.0,Activist (Thailand),Royal Administration (Thailand),Thailand,17699759,1
24146,323.0,Narendra Modi,Unspecified Actor,India,17699765,1
24136,323.0,Citizen (Brazil),Unspecified Actor,Brazil,17696924,1
24139,323.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17697167,1
24138,323.0,Settler (Israel),"Palestinian Territory, Occupied",Israel,17697166,1
24137,323.0,Protester (Zambia),Police (Zambia),Zambia,17697041,1
24200,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17701281,1
24201,324.0,Protester (United States),Unspecified Actor,United States,17701288,1
24202,324.0,Employee (Namibia),Unspecified Actor,Namibia,17701375,1
24203,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17701420,1
24204,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17701421,1
24205,324.0,Opposition Supporter (Belarus),Alexander Lukashenko,Belarus,17701456,1
24206,324.0,Protester (Belarus),Unspecified Actor,Belarus,17701457,1
24207,324.0,Romani,Unspecified Actor,Hungary,17701554,1
24208,324.0,Citizen (Hong Kong),Unspecified Actor,Hong Kong,17701637,1
24209,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17701680,1
24210,324.0,Civic Group (South Korea),Unspecified Actor,South Korea,17701687,1
24211,324.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17701786,1
24212,324.0,Student (Afghanistan),Unspecified Actor,Afghanistan,17701787,1
24213,324.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17701868,1
24214,324.0,Activist (Mexico),Unspecified Actor,Mexico,17701882,1
24183,324.0,Citizen (Yemen),Yemeni Armed Forces,Yemen,17700829,1
24216,324.0,Citizen (Mexico),Mexico,Mexico,17701883,1
24217,324.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17701894,1
24218,324.0,Protester (Kuwait),Head of Government (Kuwait),Kuwait,17701899,1
24219,324.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17701900,1
24220,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17701988,1
24221,324.0,Women (Indonesia),Unspecified Actor,Indonesia,17702036,1
24222,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17702049,1
24223,324.0,Palestine Liberation Organization,Unspecified Actor,Occupied Palestinian Territory,17702050,1
24224,324.0,Protester (Kuwait),Unspecified Actor,Kuwait,17702127,1
24225,324.0,Citizen (Kuwait),Unspecified Actor,Kuwait,17702128,1
24226,324.0,Citizen (United States),Unspecified Actor,United States,17702199,1
24227,324.0,Citizen (Mexico),Unspecified Actor,Mexico,17702273,1
24228,324.0,Main Opposition (Yemen),Unspecified Actor,Yemen,17702276,1
24229,324.0,Student (Mexico),Unspecified Actor,Mexico,17702281,1
24230,324.0,Citizen (India),Government (India),India,17702290,1
24199,324.0,National Action Party (Mexico),Congress (Mexico),Mexico,17701203,1
24232,324.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17702370,1
24233,324.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17702371,1
24234,324.0,Citizen (United States),Unspecified Actor,United States,17704781,1
24235,324.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17704787,1
24236,324.0,Employee (United States),Unspecified Actor,United States,17704790,1
24237,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17704791,1
24238,324.0,Activist (Zambia),Unspecified Actor,Zambia,17704803,1
24239,324.0,Rupiah Banda,Police (Zambia),Zambia,17704828,1
24240,324.0,Rupiah Banda,Police (Zambia),Zambia,17704832,1
24215,324.0,Education (Mexico),Unspecified Actor,Mexico,17701881,1
24231,324.0,Lawmaker (India),Government (India),India,17702289,1
24166,324.0,Citizen (Pakistan),Unspecified Actor,Pakistan,17700339,1
24165,324.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,17700301,1
24164,324.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17700270,1
24163,324.0,Citizen (Indonesia),Unspecified Actor,Indonesia,17700221,1
24162,324.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17700209,1
24150,324.0,Indigenous People (China),Unspecified Actor,China,17699986,1
24148,324.0,Protester (Bahrain),Unspecified Actor,Bahrain,17699953,1
24170,324.0,Protester (India),Police (India),India,17700395,1
24171,324.0,Civic Group (Malawi),Unspecified Actor,Malawi,17700404,1
24173,324.0,Citizen (Turkey),Unspecified Actor,Turkey,17700441,1
24172,324.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17700421,1
24174,324.0,Citizen (Pakistan),Government (Pakistan),Pakistan,17700616,1
24175,324.0,Indigenous People (Pakistan),Government (Pakistan),Pakistan,17700617,1
24179,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17700724,1
24176,324.0,Citizen (Namibia),Unspecified Actor,Namibia,17700621,1
24177,324.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17700622,1
24178,324.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17700681,1
24181,324.0,Citizen (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,17700764,1
24180,324.0,Religion (Kyrgyzstan),Unspecified Actor,Kyrgyzstan,17700742,1
